Gene,TSS,Phenotype,P Value,Gene Score,Hit Class,External
MUSK,MUSK,-0.235423387,0.812158512,-0.021272669,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MUSK+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUSK)
MAPKAP1,MAPKAP1_P2,-0.435308086,0.894423243,-0.021093691,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MAPKAP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPKAP1)
NPSR1,NPSR1,0.233117096,0.812158512,0.021064274,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NPSR1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPSR1)
DGKB,DGKB,0.023923692,0.136049322,0.020725181,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DGKB+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKB)
NR1H2,NR1H2,-0.288177551,0.850671186,-0.020241095,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NR1H2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1H2)
SGK2,SGK2,0.058854031,0.453277485,0.020224355,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SGK2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGK2)
HSD17B6,HSD17B6,0.361415942,0.879796699,0.020101113,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HSD17B6+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD17B6)
GRIA1,GRIA1,0.961124518,0.953239632,0.019989381,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GRIA1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIA1)
PADI4,PADI4,-0.452214844,0.90419457,-0.019779021,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PADI4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PADI4)
CHRNA10,CHRNA10_ENST00000250699.2,-1.649912263,0.972917895,-0.019673238,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CHRNA10+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNA10)
SAR1B,SAR1B,-0.045007197,0.365849397,-0.019654537,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SAR1B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAR1B)
ACACB,ACACB_P1,-0.157085729,0.750572018,-0.019574081,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ACACB+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACACB)
AMY2A,AMY2A,0.383236732,0.889543486,0.019481002,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=AMY2A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMY2A)
KCNK2,KCNK2,-0.028120421,0.204635673,-0.019375495,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=KCNK2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNK2)
PFKFB1,PFKFB1,0.08352591,0.589130679,0.019193282,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PFKFB1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKFB1)
HLA-DQB1,HLA-DQB1_P2,-1.023557842,0.958156996,-0.019000637,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HLA-DQB1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DQB1)
CHRM5,CHRM5,0.174626263,0.778825426,0.018957406,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CHRM5+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRM5)
KYNU,KYNU,0.016688836,0.074949315,0.018778818,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=KYNU+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=KYNU)
ULK3,ULK3,0.901324361,0.953239632,0.018745663,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ULK3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ULK3)
ATR,ATR,-0.008117422,0.00504855,-0.018644365,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ATR+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATR)
PACSIN1,PACSIN1_P2,0.137249802,0.731917975,0.018602507,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PACSIN1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PACSIN1)
PPP2R1B,PPP2R1B,-0.139957425,0.736567148,-0.018584618,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPP2R1B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R1B)
ALAS2,ALAS2,0.300108527,0.867638924,0.018504984,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ALAS2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALAS2)
PTK2B,PTK2B,0.61824971,0.933589838,0.018450973,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PTK2B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK2B)
AK2,AK2,0.398661653,0.899306999,0.018375124,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=AK2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=AK2)
TNNI3,TNNI3,-0.019993918,0.122051852,-0.018263557,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TNNI3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNI3)
TK2,TK2,0.46732378,0.913980427,0.018255118,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TK2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TK2)
RDH12,RDH12,1.116699356,0.963075952,0.018246266,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RDH12+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RDH12)
STK35,STK35,0.145260079,0.750572018,0.018100514,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=STK35+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK35)
TUBB2B,TUBB2B_P2,0.23269942,0.836181915,0.018080566,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TUBB2B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB2B)
PRKCE,PRKCE,0.027118001,0.218166054,0.01793077,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PRKCE+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCE)
KCNQ1,KCNQ1,0.027439429,0.222815986,0.01789198,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=KCNQ1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNQ1)
GP9,GP9,0.955785543,0.958156996,0.017742558,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GP9+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GP9)
KALRN,KALRN_ENST00000360013.3,0.213395575,0.826552871,0.01765408,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=KALRN+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=KALRN)
NPR1,NPR1,-1.239958863,0.967996314,-0.017516026,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NPR1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPR1)
CACNG1,CACNG1,0.130714095,0.736567148,0.017357218,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CACNG1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNG1)
ME2,ME2,-0.019794158,0.132836306,-0.017353206,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ME2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ME2)
KCNJ3,KCNJ3,0.789859631,0.950781597,0.017313117,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=KCNJ3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ3)
PPAT,PPAT,0.925041037,0.958156996,0.017171837,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPAT+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPAT)
GALNT1,GALNT1_ENST00000269195.5,-0.012559302,0.043227723,-0.017133873,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GALNT1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT1)
ESRRG,ESRRG_ENST00000360012.3,0.218026319,0.836181915,0.016940477,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ESRRG+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESRRG)
PINK1,PINK1,-0.34743291,0.894423243,-0.01683553,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PINK1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PINK1)
PPP2R2B,PPP2R2B_P2,0.300108527,0.879796699,0.016691338,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPP2R2B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R2B)
TPI1,TPI1,0.894805003,0.958156996,0.016610556,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TPI1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPI1)
PLCL1,PLCL1,-0.038335297,0.369130718,-0.016592276,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PLCL1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCL1)
NAGK,NAGK,-0.357965586,0.899306999,-0.016499359,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NAGK+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAGK)
PSKH1,PSKH1,-0.051626437,0.479719067,-0.016469506,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PSKH1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSKH1)
COX6A2,COX6A2,0.147203177,0.774095045,0.016369834,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=COX6A2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX6A2)
SSH3,SSH3,-0.041331661,0.402942526,-0.016315958,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SSH3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSH3)
ILKAP,ILKAP,0.125556721,0.745894328,0.01598622,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ILKAP+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ILKAP)
DYRK2,DYRK2,0.032930947,0.327903364,0.015946947,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DYRK2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYRK2)
MAN1A1,MAN1A1,0.115732276,0.731917975,0.015686073,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MAN1A1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN1A1)
DHODH,DHODH_P1,0.268347071,0.874930032,0.015571289,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DHODH+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHODH)
PDXK,PDXK,-0.0658855,0.584881217,-0.015346863,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PDXK+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDXK)
RBP1,RBP1,0.935737146,0.963075952,0.015289441,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RBP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBP1)
NRK,NRK,-0.017716681,0.13767817,-0.015256453,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NRK+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRK)
KCNC4,KCNC4,0.504950846,0.933589838,0.015069695,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=KCNC4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNC4)
PGLYRP3,PGLYRP3_ENST00000290722.1,0.545252842,0.938498965,0.01503055,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PGLYRP3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGLYRP3)
ALDH4A1,ALDH4A1,-0.020306264,0.183459029,-0.01495477,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ALDH4A1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH4A1)
EPHA7,EPHA7,-0.200992444,0.84583557,-0.014614976,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=EPHA7+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA7)
PRG2,PRG2,-0.016138595,0.12812734,-0.014401407,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PRG2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRG2)
GIT1,GIT1,0.047705744,0.49910932,0.0143978,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GIT1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIT1)
ALDH3A2,ALDH3A2,0.070550745,0.628000226,0.014254087,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ALDH3A2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH3A2)
TRIB3,TRIB3,-0.244902792,0.874930032,-0.014210895,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TRIB3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIB3)
PARK7,PARK7,-1.180974081,0.972917895,-0.014081709,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PARK7+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARK7)
NTSR2,NTSR2,-0.994247957,0.967996314,-0.014045041,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NTSR2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTSR2)
ALPK2,ALPK2_ENST00000361673.3,0.096864267,0.718030001,0.013934642,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ALPK2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALPK2)
HUNK,HUNK,0.239037186,0.874930032,0.013870533,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HUNK+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HUNK)
SLC1A6,SLC1A6,0.017475158,0.162089754,0.013809647,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SLC1A6+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A6)
CUTA,CUTA,1.148824003,0.972917895,0.013698357,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CUTA+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUTA)
PIKFYVE,PIKFYVE,-2.545465448,0.987688076,-0.013695086,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PIKFYVE+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIKFYVE)
MMP16,MMP16,0.11708155,0.764659567,0.013643732,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MMP16+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP16)
PPP4R1,PPP4R1,-0.418528449,0.928683235,-0.013448321,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPP4R1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP4R1)
MAP3K1,MAP3K1,1.118860366,0.972917895,0.013341077,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MAP3K1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K1)
CYP2D6,CYP2D6,-0.246391897,0.884667911,-0.013112909,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CYP2D6+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2D6)
LPA,LPA,0.098703854,0.736567148,0.013106653,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=LPA+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPA)
TESK1,TESK1,-0.924387285,0.967996314,-0.013058169,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TESK1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TESK1)
FST,FST,1.724016876,0.982763963,0.013017667,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FST+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FST)
NR1H4,NR1H4,0.559157789,0.948324048,0.012884805,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NR1H4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1H4)
AKAP4,AKAP4,-0.13042354,0.797827355,-0.012793386,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=AKAP4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP4)
STK11,STK11_P1,-0.044271726,0.514916277,-0.012761917,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=STK11+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK11)
CDK9,CDK9,-0.14707606,0.821748016,-0.012539901,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CDK9+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK9)
CTNS,CTNS,-0.115133004,0.778825426,-0.012498825,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CTNS+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNS)
LAP3,LAP3,-0.197215211,0.865211056,-0.012400486,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=LAP3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAP3)
PDC,PDC,-0.023536889,0.298306915,-0.012364791,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PDC+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDC)
SLC12A7,SLC12A7,-0.24256018,0.889543486,-0.012330017,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SLC12A7+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A7)
MAPK12,MAPK12,0.872759029,0.967996314,0.012328853,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MAPK12+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK12)
PTPLB,PTPLB,-1.623121138,0.982763963,-0.012255826,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PTPLB+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPLB)
STK38L,STK38L,0.867165815,0.967996314,0.012249841,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=STK38L+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK38L)
LHPP,LHPP,0.406633795,0.933589838,0.012135532,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=LHPP+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=LHPP)
PPBP,PPBP,0.038235415,0.487425486,0.011932958,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPBP+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPBP)
MAPK11,MAPK11,-0.058841321,0.632386216,-0.011710459,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MAPK11+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK11)
GAD2,GAD2,-0.508092484,0.948324048,-0.011708095,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GAD2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAD2)
NEK7,NEK7,-0.11295565,0.788310644,-0.011668613,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NEK7+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK7)
PPP2R5B,PPP2R5B_P1,-0.225357424,0.889543486,-0.011455553,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPP2R5B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R5B)
VKORC1,VKORC1,0.381773058,0.933589838,0.011393591,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=VKORC1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=VKORC1)
PAK6,PAK6_P1,0.204243046,0.879796699,0.011359523,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PAK6+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAK6)
CASR,CASR,-0.685368257,0.963075952,-0.011198548,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CASR+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASR)
GABRA1,GABRA1,-0.015857122,0.200264064,-0.011074566,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GABRA1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRA1)
SPTLC1,SPTLC1,-3.430680268,0.992612658,-0.011047445,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SPTLC1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTLC1)
HLCS,HLCS_P2,-0.263625527,0.909085774,-0.010912815,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HLCS+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLCS)
PDE11A,PDE11A,0.361306984,0.933589838,0.010782804,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PDE11A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE11A)
CCBL1,CCBL1,-0.308462024,0.923779342,-0.010620888,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CCBL1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCBL1)
IL11RA,IL11RA_P1,0.060581026,0.667929985,0.010617979,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=IL11RA+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL11RA)
HSD11B2,HSD11B2,0.418891646,0.94341043,0.010597677,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HSD11B2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD11B2)
GALK1,GALK1,0.253873725,0.909085774,0.010509138,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GALK1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALK1)
TREM1,TREM1,0.411373497,0.94341043,0.010407472,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TREM1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TREM1)
MAP3K5,MAP3K5,0.86949935,0.972917895,0.010367744,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MAP3K5+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K5)
RBKS,RBKS,-0.298474147,0.923779342,-0.010276988,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RBKS+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBKS)
LYZ,LYZ,-0.078459331,0.741225985,-0.010203586,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=LYZ+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYZ)
PDIK1L,PDIK1L,0.035355278,0.514916277,0.010191632,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PDIK1L+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDIK1L)
DBI,DBI_P2,0.217403441,0.899306999,0.010020565,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DBI+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBI)
PTS,PTS,-0.033504794,0.50303674,-0.00999784,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PTS+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTS)
TH,TH_P1,-1.011281833,0.977840507,-0.009841771,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TH+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TH)
GAPDHS,GAPDHS,-0.161295168,0.870068091,-0.00974977,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GAPDHS+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAPDHS)
AK4,AK4,-0.026821993,0.43854515,-0.00960189,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=AK4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=AK4)
MMP20,MMP20_ENST00000260228.2,0.583784265,0.963075952,0.00953872,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MMP20+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP20)
